📺央视,#genre#
长治教育,http://live.njgdmm.com/changzhi/czetv.m3u8
潞城电视台,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221225964/1.m3u8
潞城电视台,http://www.dsk.cc/p/gdy.html?id=lztv
上党区电视台,http://zhibo.czmarathon.net/cdd/TVLive.m3u8?auth_key=1724143889-0-0-929d4ecd8b7700822ec202b14ebc6c3c
武乡新闻综合,http://uzoiczhh.live.sxmty.com/live/hls/0d41f1480c4042d49927858f01fde707/53130407737b417b9a6259b57246bae3.m3u8
武乡新闻综合,http://60.220.198.84:81/0.m3u8
壶关综合,http://zmjp3jin.live.sxmty.com/live/hls/268fe96f955d496db37fb10bb887cda9/fc196029d289449ea524a94a95379a0d.m3u8
屯留电视台,http://f3jok3az.live.sxmty.com/live/hls/ebaa2bf2e7f94dc79d4e642ac76d2415/0d97361a940348729fbd0ee3f4eb9e47.m3u8
黎城综合,http://111.53.96.67:8081/live/1/index.m3u8
平顺综合,http://player4.juyun.tv:80/tv/149466149.m3u8
晋城新闻综合,http://live.jinnews.com.cn/xwzh/sd/live.m3u8
晋城文化生活,http://live.jinnews.com.cn/ggpd/sd/live.m3u8
临汾-1,https://qmmqvzoz.live.sxmty.com/live/hls/f24f8a390c084386a564074c9260100c/be3fdf07606145739ab2c4b80fe0136a.m3u8
古县综合,https://l2fpdktp.live.sxmty.com/live/hls/e4c3b363cc4549788e2d983f403e07db/d99ce1eb686e41b9afc888110bd95aa7.m3u8
永和电视台,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221225832/1.m3u8
霍州综合,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221225952/1.m3u8
霍州综合,https://iwlbdjk7.live.sxmty.com/live/hls/768ce7880a2545daac8d20a1910a399b/72b4712ef0224990ab744552c190f28c.m3u8
安泽综合,https://qnwjgp6u.live.sxmty.com/live/hls/dbc13d75496d4203ae47dbefbc4ecec2/f6f863a0944346819c63bb413b5bd35c.m3u8
汾西综合,https://qmmqvzoz.live.sxmty.com/live/hls/f24f8a390c084386a564074c9260100c/be3fdf07606145739ab2c4b80fe0136a.m3u8
吉县电视台,http://jxlive.jxrmtzx.com:8091/live/xwzh.m3u8
侯马新闻综合,http://www.dsk.cc/p/gdy.html?id=hmxw
曲沃综合,http://www.dsk.cc/p/gdy.html?id=qwzh
万荣综合,http://60.222.246.220:19433/hls1.m3u8
闻喜综合,https://www.wxhcgbds.com:8081/channelTv/WXTV_1.m3u8
芮城综合,http://www.dsk.cc/p/gdy.html?id=rczh
绛县综合,https://push3.vyuan8.com/vyuanLCB/28739116575436511.m3u8?auth_key=1759831606-0-0-4db7a248b45fc08ddc242d4866c276a7

🎮少儿,#genre#
黑莓动画,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221225772/1.m3u8
金鹰卡通,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221225730/1.m3u8
金鹰卡通,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221226466/1.m3u8
金鹰卡通,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221226166/1.m3u8
卡酷少儿,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221225795/1.m3u8
卡酷少儿,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221226279/1.m3u8
卡酷少儿,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221225990/1.m3u8
嘉佳卡通,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221226159/1.m3u8
嘉佳卡通,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221225819/1.m3u8
嘉佳卡通,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221226300/1.m3u8
优漫卡通,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221226346/1.m3u8
优漫卡通,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221225736/1.m3u8
优漫卡通,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221226487/1.m3u8
哈哈炫动,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221226010/1.m3u8
哈哈炫动,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221226297/1.m3u8
哈哈炫动,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221226167/1.m3u8
睛彩青少,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221225915/1.m3u8
睛彩青少,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221226245/1.m3u8

💡教育,#genre#
CETV1,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221225792/1.m3u8
CETV1,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221226490/1.m3u8
CETV1,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221226139/1.m3u8
CETV2,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221225960/1.m3u8
CETV2,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221225813/1.m3u8
CETV2,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221226291/1.m3u8
CETV4,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221225748/1.m3u8
CETV4,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221226305/1.m3u8
CETV4,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221226142/1.m3u8
山东教育卫视,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221226231/1.m3u8

🧞‍CGTN,#genre#
CGTV,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221226323/1.m3u8
CGTN,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221225774/1.m3u8
CGTN,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221226258/1.m3u8
CGTN,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221225957/1.m3u8
CGTN纪录,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221225777/1.m3u8
CGTN纪录,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221226338/1.m3u8
CGTN俄语,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221226214/1.m3u8
CGTN法语,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221226023/1.m3u8
CGTN阿拉伯语,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221226211/1.m3u8
CGTN西班牙语,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221226026/1.m3u8

🏛影视,#genre#
爱情喜剧,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221225852/1.m3u8
海外剧场,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221226040/1.m3u8
东北热剧,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221226055/1.m3u8
动作电影,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221226034/1.m3u8
古装剧场,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221225843/1.m3u8
黑莓电影,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221225775/1.m3u8
家庭剧场,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221225834/1.m3u8
重温经典,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221226427/1.m3u8
精品大剧,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221225766/1.m3u8
军旅剧场,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221225846/1.m3u8
欢乐剧场,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221226052/1.m3u8
惊悚悬疑,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221225796/1.m3u8

📥数字,#genre#
潮妈辣婆,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221226046/1.m3u8
哒啵赛事,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221225781/1.m3u8
纪实科教,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221226430/1.m3u8
金牌综艺,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221225769/1.m3u8
金鹰纪实,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221226228/1.m3u8
金鹰纪实,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221225745/1.m3u8
睛彩竞技,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221225814/1.m3u8
睛彩竞技,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221226317/1.m3u8
睛彩竞技,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221225925/1.m3u8
睛彩篮球,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221225811/1.m3u8
睛彩篮球,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221226303/1.m3u8
睛彩篮球,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221225922/1.m3u8
睛彩广场舞,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221226248/1.m3u8
睛彩广场舞,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221226251/1.m3u8
精品纪录,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221225831/1.m3u8
精品萌宠,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221225912/1.m3u8
精品体育,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221225861/1.m3u8
军事评论,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221225778/1.m3u8
魅力潇湘,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221225790/1.m3u8
明星大片,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221225837/1.m3u8
农业致富,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221226037/1.m3u8
武搏世界,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221225787/1.m3u8
炫舞未来,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221225840/1.m3u8
中国功夫,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221226043/1.m3u8
怡伴健康,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221225849/1.m3u8

📻广播,#genre#
山西综合广播,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221226364/1.m3u8
山西综合广播,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221226418/1.m3u8
山西交通广播,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221226185/1.m3u8
山西交通广播,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221226415/1.m3u8
山西经济广播,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221226216/1.m3u8
山西经济广播,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221226182/1.m3u8
山西音乐广播,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221226188/1.m3u8
山西音乐广播,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221226233/1.m3u8
山西文艺广播,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221226230/1.m3u8
山西文艺广播,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221226168/1.m3u8
山西故事广播,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221226236/1.m3u8
山西故事广播,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221226370/1.m3u8
山西农村广播,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221226367/1.m3u8
山西农村广播,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221226412/1.m3u8
山西健康之声,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221226219/1.m3u8
山西健康之声,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221226171/1.m3u8

🛒购物,#genre#
中视购物,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221226028/1.m3u8
央广购物,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221225757/1.m3u8
央广购物,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221225763/1.m3u8
央广购物,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221226025/1.m3u8
家有购物,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221226022/1.m3u8
优购物,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221225825/1.m3u8
优购物,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221226061/1.m3u8
风尚购物,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221225822/1.m3u8
快乐购,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221225828/1.m3u8

❓未知,#genre#
未知频道1,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221226238/1.m3u8
未知频道2,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221226210/1.m3u8
未知频道3,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221226213/1.m3u8
未知频道4,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221226215/1.m3u8
未知频道5,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221226218/1.m3u8
未知频道6,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221226221/1.m3u8
未知频道7,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221226224/1.m3u8
未知频道8,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221226227/1.m3u8
未知频道9,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221226376/1.m3u8
未知频道10,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221226379/1.m3u8
未知频道11,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221226388/1.m3u8
未知频道12,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221226409/1.m3u8
未知频道13,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221226174/1.m3u8
未知频道14,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221226180/1.m3u8
未知频道15,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221226183/1.m3u8
未知频道16,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221226186/1.m3u8
未知频道17,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221226189/1.m3u8
未知频道18,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221226191/1.m3u8
未知频道19,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221226192/1.m3u8
未知频道20,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221226194/1.m3u8
未知频道21,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221226195/1.m3u8
未知频道22,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221226197/1.m3u8
未知频道23,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221226198/1.m3u8
未知频道24,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221226200/1.m3u8
未知频道25,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221226201/1.m3u8
未知频道26,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221226203/1.m3u8
未知频道27,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221226204/1.m3u8
未知频道28,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221226206/1.m3u8
未知频道29,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221226207/1.m3u8
未知频道30,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221226209/1.m3u8
未知频道31,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221226382/1.m3u8
未知频道32,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221226385/1.m3u8
未知频道33,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221226397/1.m3u8
未知频道34,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221226400/1.m3u8
未知频道35,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221226403/1.m3u8
未知频道36,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221226406/1.m3u8
未知频道37,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221226212/1.m3u8

🏆冰茶,#genre#
湖南卫视-4K,https://migu.188766.xyz/?migutoken=e291bf1fbad82c829990ec1f9d8898d3&id=%E6%B9%96%E5%8D%97%E5%8D%AB%E8%A7%864K&pp=1
浙江卫视-4K,https://migu.188766.xyz/?migutoken=927c8af88d8fe9c5601c7efd343a9705&id=%E6%B5%99%E6%B1%9F%E5%8D%AB%E8%A7%864K&pp=1
江苏卫视-4K,https://migu.188766.xyz/?migutoken=44cc6dcf1cc65155efda37646a3aee0f&id=%E6%B1%9F%E8%8B%8F%E5%8D%AB%E8%A7%864K&pp=1
东方卫视-4K,https://migu.188766.xyz/?migutoken=b1b3f08aa09064a099b4b2b5fa19240e&id=%E4%B8%9C%E6%96%B9%E5%8D%AB%E8%A7%864K&pp=1
北京卫视-4K,https://migu.188766.xyz/?migutoken=3ba98b3dc82a99de48a77ccf8f563262&id=%E5%8C%97%E4%BA%AC%E5%8D%AB%E8%A7%86&type=yy
广东卫视-4K,https://migu.188766.xyz/?migutoken=778ab242151e75cc916ece523e4828e0&id=%E5%B9%BF%E4%B8%9C%E5%8D%AB%E8%A7%864K&pp=1
广东卫视-4K,http://ikuai.haleeyo.cn:9003/udp/239.77.0.27:5146
深圳卫视-4K,https://migu.188766.xyz/?migutoken=9f76a736c3a26876eb6cede8a1b18413&id=%E6%B7%B1%E5%9C%B3%E5%8D%AB%E8%A7%86&pp=1
山东卫视-4K,https://migu.188766.xyz/?migutoken=913de822bec23a68c232f2b617a32109&id=%E5%B1%B1%E4%B8%9C%E5%8D%AB%E8%A7%864K&pp=1
四川卫视-4K,https://migu.188766.xyz/?migutoken=84944189e648bd6d4592ba6b96d56d61&id=%E5%9B%9B%E5%B7%9D%E5%8D%AB%E8%A7%864K&pp=1
苏州-4K,https://tylive.kan0512.com/norecord/csztv4k_4k.m3u8
河北-4K,https://event.pull.hebtv.com:443/live/live101.m3u8
凤凰卫视-中文,https://migu.188766.xyz/?migutoken=0cfbdda222baf7abfe425752a437d715&id=fhzw&pp=1
凤凰卫视-资讯,https://migu.188766.xyz/?migutoken=d5e4584627feadc173775be6c31cee5b&id=fhzx&pp=1
凤凰卫视-香港,https://migu.188766.xyz/?migutoken=03e27ada3ac88cf00475b243144d102a&id=fhhk&pp=1
CHC-家庭影院,https://migu.188766.xyz/?migutoken=27c2c34c5229c57620068433b3ff639b&id=CHC%E5%AE%B6%E5%BA%AD%E5%BD%B1%E9%99%A2&type=yy
CHC-动作电影,https://migu.188766.xyz/?migutoken=8ab3de66740862918be4d457f8e1d7dc&id=CHC%E5%8A%A8%E4%BD%9C%E7%94%B5%E5%BD%B1&type=yy
CHC-影迷电影,https://migu.188766.xyz/?migutoken=ae2a6c368d1b8b3e725d94af16131f78&id=CHC%E5%BD%B1%E8%BF%B7%E7%94%B5%E5%BD%B1&type=yy
五星体育,https://migu.188766.xyz/?migutoken=eb0eb828d5a28480f831b116694be480&id=%E4%BA%94%E6%98%9F%E4%BD%93%E8%82%B2&pp=1
新片放映厅,https://migu.188766.xyz/?migutoken=ff0e529521058e29a62a3810ae906859&id=%E6%96%B0%E7%89%87%E6%94%BE%E6%98%A0%E5%8E%85&type=yy
高清大片,https://migu.188766.xyz/?migutoken=d1b53e9bf90836c841db990b2879b492&id=%E9%AB%98%E6%B8%85%E5%A4%A7%E7%89%87&type=yy
经典香港电影,https://migu.188766.xyz/?migutoken=4a2b67b8c39abe1311b608d4c5de5920&id=%E7%BB%8F%E5%85%B8%E9%A6%99%E6%B8%AF%E7%94%B5%E5%BD%B1&type=yy
抗战经典影片,https://migu.188766.xyz/?migutoken=c499451c441fc9f0f86033dee14d8451&id=%E6%8A%97%E6%88%98%E7%BB%8F%E5%85%B8%E5%BD%B1%E7%89%87&type=yy
中学生,https://migu.188766.xyz/?migutoken=ada36c9ab350cdbf140551653541dd60&id=%E4%B8%AD%E5%AD%A6%E7%94%9F&type=yy
